date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:23:31	17327/17327	---M--	200	added ('OK')	text/css	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/assets/css/select2.css?ver=6.6.1	iccicct.com/wp-content/themes/event-elementor/assets/css/select2b6a4.css	(from https://iccicct.com/)
08:23:32	77610/77610	---M--	200	added ('OK')	text/css	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/assets/css/home7style.css?ver=6.6.1	iccicct.com/wp-content/themes/event-elementor/assets/css/home7styleb6a4.css	(from https://iccicct.com/)
08:23:34	24634/24634	---M--	200	added ('OK')	text/css	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/assets/css/event-elementor-custom.css?ver=6.6.1	iccicct.com/wp-content/themes/event-elementor/assets/css/event-elementor-customb6a4.css	(from https://iccicct.com/)
08:23:34	239061/239061	---M--	200	added ('OK')	text/css	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/assets/css/front-style.css?ver=6.6.1	iccicct.com/wp-content/themes/event-elementor/assets/css/front-styleb6a4.css	(from https://iccicct.com/)
08:23:35	8417/8417	---M--	200	added ('OK')	text/css	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/assets/css/event-elementor-woocommerce.css?ver=6.6.1	iccicct.com/wp-content/themes/event-elementor/assets/css/event-elementor-woocommerceb6a4.css	(from https://iccicct.com/)
08:23:36	30374/30374	---M--	200	added ('OK')	text/css	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/style.css?ver=1.0.2	iccicct.com/wp-content/themes/event-elementor/style20b9.css	(from https://iccicct.com/)
08:23:37	35252/35252	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/assets/img/ribbon.jpg	iccicct.com/wp-content/themes/event-elementor/assets/img/ribbon.jpg	(from https://iccicct.com/)
08:23:38	8767/8767	---M--	200	added ('OK')	text/css	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/inc/woocommerce/quick-view/css/quick-view.css?ver=6.6.1	iccicct.com/wp-content/themes/event-elementor/inc/woocommerce/quick-view/css/quick-viewb6a4.css	(from https://iccicct.com/)
08:23:40	124837/124837	---M--	200	added ('OK')	text/css	date:Sat,%2017%20Aug%202024%2011:15:23%20GMT	https://iccicct.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.2.5	iccicct.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons2072.css	(from https://iccicct.com/)
08:23:40	6142/6142	---M--	200	added ('OK')	text/css	date:Sat,%2017%20Aug%202024%2011:18:17%20GMT	https://iccicct.com/wp-content/plugins/tablepress/css/build/default.css?ver=2.4.1	iccicct.com/wp-content/plugins/tablepress/css/build/default8066.css	(from https://iccicct.com/)
08:23:42	16471/16471	---M--	200	added ('OK')	text/css	date:Sat,%2017%20Aug%202024%2011:14:40%20GMT	https://iccicct.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	iccicct.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://iccicct.com/)
08:23:43	212120/212120	---M--	200	added ('OK')	text/css	date:Sat,%2017%20Aug%202024%2011:14:40%20GMT	https://iccicct.com/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.23.4	iccicct.com/wp-content/plugins/elementor/assets/css/frontend-lite.mind5d5.css	(from https://iccicct.com/)
08:23:43	1206/1206	---M--	200	added ('OK')	text/css	date:Sat,%2017%20Aug%202024%2011:24:25%20GMT	https://iccicct.com/wp-content/uploads/elementor/css/post-6.css?ver=1723893865	iccicct.com/wp-content/uploads/elementor/css/post-6dded.css	(from https://iccicct.com/)
08:23:45	17677/17677	---M--	200	added ('OK')	text/css	date:Tue,%2020%20Aug%202024%2007:06:37%20GMT	https://iccicct.com/wp-content/uploads/elementor/css/post-313.css?ver=1724137597	iccicct.com/wp-content/uploads/elementor/css/post-3137a7a.css	(from https://iccicct.com/)
08:23:45	135252/135252	---M--	200	added ('OK')	text/css	date:Sat,%2017%20Aug%202024%2011:24:25%20GMT	https://iccicct.com/wp-content/uploads/elementor/css/global.css?ver=1723893865	iccicct.com/wp-content/uploads/elementor/css/globaldded.css	(from https://iccicct.com/)
08:23:47	30299/30299	---M--	200	added ('OK')	text/css	date:Sat,%2017%20Aug%202024%2011:15:23%20GMT	https://iccicct.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.2.5	iccicct.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive2072.css	(from https://iccicct.com/)
08:23:49	87553/87553	---M--	200	added ('OK')	text/javascript	date:Mon,%2028%20Aug%202023%2017:14:23%20GMT	https://iccicct.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	iccicct.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://iccicct.com/)
08:23:49	453653/453653	---M--	200	added ('OK')	text/css	date:Sat,%2017%20Aug%202024%2011:15:23%20GMT	https://iccicct.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.2.5	iccicct.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles2072.css	(from https://iccicct.com/)
08:23:49	13577/13577	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Jun%202023%2005:49:24%20GMT	https://iccicct.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	iccicct.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://iccicct.com/)
08:23:50	9636/9636	---M--	200	added ('OK')	text/javascript	date:Sat,%2017%20Aug%202024%2011:15:32%20GMT	https://iccicct.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.1.4	iccicct.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minb152.js	(from https://iccicct.com/)
08:23:51	3058/3058	---M--	200	added ('OK')	text/javascript	date:Sat,%2017%20Aug%202024%2011:15:32%20GMT	https://iccicct.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.1.4	iccicct.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min4615.js	(from https://iccicct.com/)
08:23:52	1720/1720	---M--	200	added ('OK')	text/javascript	date:Sat,%2017%20Aug%202024%2011:15:32%20GMT	https://iccicct.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.1.4	iccicct.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.minf31e.js	(from https://iccicct.com/)
08:23:53	2467/2467	---M--	200	added ('OK')	text/javascript	date:Sat,%2017%20Aug%202024%2011:15:32%20GMT	https://iccicct.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.1.4	iccicct.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min4615.js	(from https://iccicct.com/)
08:23:55	29064/29064	---MC-	200	added ('OK')	application/json	date:Mon,%2002%20Sep%202024%2008:23:54%20GMT	https://iccicct.com/wp-json/wp/v2/pages/313	iccicct.com/wp-json/wp/v2/pages/313.json	(from https://iccicct.com/)
08:23:56	780/780	---MC-	200	added ('OK')	text/xml	date:Mon,%2002%20Sep%202024%2008:23:55%20GMT	https://iccicct.com/xmlrpc.php?rsd	iccicct.com/xmlrpc0db0.php	(from https://iccicct.com/)
08:23:56	1202382/1202382	---MC-	200	added ('OK')	application/json	date:Mon,%2002%20Sep%202024%2008:23:55%20GMT	https://iccicct.com/wp-json/	iccicct.com/wp-json/index.html	(from https://iccicct.com/)
08:23:57	1997/1997	---MC-	200	added ('OK')	application/json	date:Mon,%2002%20Sep%202024%2008:23:56%20GMT	https://iccicct.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ficcicct.com%2F	iccicct.com/wp-json/oembed/1.0/embedd28a.json	(from https://iccicct.com/)
08:23:58	2159/2159	---MC-	200	added ('OK')	text/xml	date:Mon,%2002%20Sep%202024%2008:23:57%20GMT	https://iccicct.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ficcicct.com%2F&format=xml	iccicct.com/wp-json/oembed/1.0/embeda7b1	(from https://iccicct.com/)
08:24:00	326628/326628	---M--	200	added ('OK')	font/woff2	date:Sat,%2017%20Aug%202024%2011:15:32%20GMT	https://iccicct.com/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	iccicct.com/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	(from https://iccicct.com/)
08:24:00	146060/146060	---M--	200	added ('OK')	font/woff2	date:Sat,%2017%20Aug%202024%2011:15:32%20GMT	https://iccicct.com/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	iccicct.com/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	(from https://iccicct.com/)
08:24:00	20410/20410	---M--	200	added ('OK')	image/gif	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/assets/img/cart-preloader.gif	iccicct.com/wp-content/themes/event-elementor/assets/img/cart-preloader.gif	(from https://iccicct.com/)
08:24:02	193076/193076	---M--	200	added ('OK')	application/pdf	date:Mon,%2022%20Apr%202024%2010:35:12%20GMT	https://iccicct.com/wp-content/uploads/2024/04/Colorful-Modern-Geometric-Certificate-of-Participation-FINAL-WITH-UPI-ID.pdf	iccicct.com/wp-content/uploads/2024/04/Colorful-Modern-Geometric-Certificate-of-Participation-FINAL-WITH-UPI-ID.pdf	(from https://iccicct.com/)
08:24:02	67632/67632	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Sep%202024%2008:24:02%20GMT	https://iccicct.com/for-authors/	iccicct.com/for-authors/index.html	(from https://iccicct.com/)
08:24:02	122354/122354	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Sep%202024%2008:24:02%20GMT	https://iccicct.com/committee/	iccicct.com/committee/index.html	(from https://iccicct.com/)
08:24:02	71308/71308	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Sep%202024%2008:24:02%20GMT	https://iccicct.com/call-for-papers/	iccicct.com/call-for-papers/index.html	(from https://iccicct.com/)
08:24:04	241533/241533	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Aug%202024%2014:49:36%20GMT	https://iccicct.com/wp-content/uploads/2024/08/WhatsApp-Image-2024-08-17-at-18.56.38_0a35094d.jpg	iccicct.com/wp-content/uploads/2024/08/WhatsApp-Image-2024-08-17-at-18.56.38_0a35094d.jpg	(from https://iccicct.com/)
08:24:04	63303/63303	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Sep%202024%2008:24:04%20GMT	https://iccicct.com/conference-venue/	iccicct.com/conference-venue/index.html	(from https://iccicct.com/)
08:24:04	64599/64599	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Sep%202024%2008:24:04%20GMT	https://iccicct.com/payment/	iccicct.com/payment/index.html	(from https://iccicct.com/)
08:24:04	192464/192464	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Sep%202024%2008:24:04%20GMT	https://iccicct.com/registration/	iccicct.com/registration/index.html	(from https://iccicct.com/)
08:24:06	96289/96289	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Mar%202024%2011:44:15%20GMT	https://iccicct.com/wp-content/uploads/2024/03/about-dep.jpg	iccicct.com/wp-content/uploads/2024/03/about-dep.jpg	(from https://iccicct.com/)
08:24:07	12795/12795	---M--	200	added ('OK')	text/css	date:Sat,%2017%20Aug%202024%2011:15:32%20GMT	https://iccicct.com/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks.css?ver=wc-9.1.4	iccicct.com/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocksbbf5.css	(from https://iccicct.com/)
08:24:08	59344/59344	---M--	200	added ('OK')	text/css	date:Sat,%2017%20Aug%202024%2011:14:40%20GMT	https://iccicct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.23.4	iccicct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.mind5d5.css	(from https://iccicct.com/)
08:24:09	26702/26702	---M--	200	added ('OK')	text/css	date:Sat,%2017%20Aug%202024%2011:14:40%20GMT	https://iccicct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.23.4	iccicct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.mind5d5.css	(from https://iccicct.com/)
08:24:10	15315/15315	---M--	200	added ('OK')	text/javascript	date:Sat,%2017%20Aug%202024%2011:15:32%20GMT	https://iccicct.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=9.1.4	iccicct.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min4615.js	(from https://iccicct.com/)
08:24:11	644562/644562	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Mar%202024%2014:19:06%20GMT	https://iccicct.com/wp-content/uploads/2024/03/tiruchengode-photo.jpg	iccicct.com/wp-content/uploads/2024/03/tiruchengode-photo.jpg	(from https://iccicct.com/)
08:24:11	67307/67307	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Sep%202024%2008:24:06%20GMT	https://iccicct.com/contact/	iccicct.com/contact/index.html	(from https://iccicct.com/)
08:24:11	2356/2356	---M--	200	added ('OK')	text/javascript	date:Sat,%2017%20Aug%202024%2011:15:32%20GMT	https://iccicct.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=9.1.4	iccicct.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min4615.js	(from https://iccicct.com/)
08:24:12	3516/3516	---M--	200	added ('OK')	text/javascript	date:Sat,%2017%20Aug%202024%2011:18:13%20GMT	https://iccicct.com/wp-content/plugins/metform/public/assets/lib/cute-alert/cute-alert.js?ver=3.8.9	iccicct.com/wp-content/plugins/metform/public/assets/lib/cute-alert/cute-alert6f61.js	(from https://iccicct.com/)
08:24:13	5839/5839	---M--	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/js/navigation.js?ver=1.0.2	iccicct.com/wp-content/themes/event-elementor/js/navigation20b9.js	(from https://iccicct.com/)
08:24:14	11109/11109	---M--	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/assets/js/theme.js?ver=1.0.2	iccicct.com/wp-content/themes/event-elementor/assets/js/theme20b9.js	(from https://iccicct.com/)
08:24:16	463698/463698	---M--	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/assets/js/jquery-ui.js?ver=1.0.2	iccicct.com/wp-content/themes/event-elementor/assets/js/jquery-ui20b9.js	(from https://iccicct.com/)
08:24:16	37426/37426	---M--	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/assets/js/popper.js?ver=1.0.2	iccicct.com/wp-content/themes/event-elementor/assets/js/popper20b9.js	(from https://iccicct.com/)
08:24:18	106697/106697	---M--	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/assets/js/bootstrap.js?ver=1.0.2	iccicct.com/wp-content/themes/event-elementor/assets/js/bootstrap20b9.js	(from https://iccicct.com/)
08:24:19	113759/113759	---M--	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/assets/js/owl.carousel.js?ver=1.0.2	iccicct.com/wp-content/themes/event-elementor/assets/js/owl.carousel20b9.js	(from https://iccicct.com/)
08:24:19	36685/36685	---M--	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/assets/js/jquery.magnific-popup.js?ver=1.0.2	iccicct.com/wp-content/themes/event-elementor/assets/js/jquery.magnific-popup20b9.js	(from https://iccicct.com/)
08:24:20	17851/17851	---M--	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/assets/js/wow.js?ver=1.0.2	iccicct.com/wp-content/themes/event-elementor/assets/js/wow20b9.js	(from https://iccicct.com/)
08:24:22	166348/166348	---M--	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/assets/js/select2.js?ver=1.0.2	iccicct.com/wp-content/themes/event-elementor/assets/js/select220b9.js	(from https://iccicct.com/)
08:24:22	6391/6391	---M--	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/assets/js/custom-slider.js?ver=1.0.2	iccicct.com/wp-content/themes/event-elementor/assets/js/custom-slider20b9.js	(from https://iccicct.com/)
08:24:23	6985/6985	---M--	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/assets/js/custom.js?ver=1.0.2	iccicct.com/wp-content/themes/event-elementor/assets/js/custom20b9.js	(from https://iccicct.com/)
08:24:24	28954/28954	---M--	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor//inc/woocommerce/js/woocommerce.js?ver=1.0.0	iccicct.com/wp-content/themes/event-elementor/inc/woocommerce/js/woocommerce8a54.js	(from https://iccicct.com/)
08:24:25	6509/6509	---M--	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:39:04%20GMT	https://iccicct.com/wp-content/themes/event-elementor/inc/woocommerce/quick-view/js/quick-view.js?ver=6.6.1	iccicct.com/wp-content/themes/event-elementor/inc/woocommerce/quick-view/js/quick-viewb6a4.js	(from https://iccicct.com/)
08:24:26	40/40	---M--	200	added ('OK')	text/javascript	date:Sat,%2017%20Aug%202024%2011:15:23%20GMT	https://iccicct.com/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=3.2.5	iccicct.com/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script2072.js	(from https://iccicct.com/)
08:24:28	137549/137549	---M--	200	added ('OK')	text/javascript	date:Sat,%2017%20Aug%202024%2011:15:23%20GMT	https://iccicct.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=3.2.5	iccicct.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts2072.js	(from https://iccicct.com/)
08:24:28	15073/15073	---M--	200	added ('OK')	text/javascript	date:Sat,%2017%20Aug%202024%2011:14:40%20GMT	https://iccicct.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.23.4	iccicct.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mind5d5.js	(from https://iccicct.com/)
08:24:30	87278/87278	---M--	200	added ('OK')	text/javascript	date:Sat,%2017%20Aug%202024%2011:18:17%20GMT	https://iccicct.com/wp-content/plugins/tablepress/js/jquery.datatables.min.js?ver=2.4.1	iccicct.com/wp-content/plugins/tablepress/js/jquery.datatables.min8066.js	(from https://iccicct.com/)
08:24:30	18833/18833	---M--	200	added ('OK')	text/javascript	date:Tue,%2027%20Sep%202022%2015:18:25%20GMT	https://iccicct.com/wp-includes/js/underscore.min.js?ver=1.13.4	iccicct.com/wp-includes/js/underscore.mind584.js	(from https://iccicct.com/)
08:24:31	1426/1426	---M--	200	added ('OK')	text/javascript	date:Tue,%2020%20Sep%202022%2003:52:10%20GMT	https://iccicct.com/wp-includes/js/wp-util.min.js?ver=6.6.1	iccicct.com/wp-includes/js/wp-util.minb6a4.js	(from https://iccicct.com/)
08:24:32	13797/13797	---M--	200	added ('OK')	text/javascript	date:Sat,%2017%20Aug%202024%2011:15:32%20GMT	https://iccicct.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min.js?ver=9.1.4	iccicct.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min4615.js	(from https://iccicct.com/)
08:24:33	21411/21411	---M--	200	added ('OK')	text/javascript	date:Sat,%2017%20Aug%202024%2011:15:32%20GMT	https://iccicct.com/wp-content/plugins/woocommerce/assets/js/flexslider/jquery.flexslider.min.js?ver=2.7.2-wc.9.1.4	iccicct.com/wp-content/plugins/woocommerce/assets/js/flexslider/jquery.flexslider.min75ae.js	(from https://iccicct.com/)
08:24:34	4997/4997	---M--	200	added ('OK')	text/javascript	date:Sat,%2017%20Aug%202024%2011:14:40%20GMT	https://iccicct.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.23.4	iccicct.com/wp-content/plugins/elementor/assets/js/webpack.runtime.mind5d5.js	(from https://iccicct.com/)
08:24:35	73568/73568	---M--	200	added ('OK')	text/javascript	date:Sat,%2017%20Aug%202024%2011:14:40%20GMT	https://iccicct.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.23.4	iccicct.com/wp-content/plugins/elementor/assets/js/frontend-modules.mind5d5.js	(from https://iccicct.com/)
08:24:36	12198/12198	---M--	200	added ('OK')	text/javascript	date:Sat,%2017%20Aug%202024%2011:14:40%20GMT	https://iccicct.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	iccicct.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://iccicct.com/)
